player_name,age,g,gs,mp,fg,fga,fg_percent,x3p,x3pa,x3p_percent,x2p,x2pa,x2p_percent,e_fg_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,Pos,Tm
Jordan Sibert,26,1,0,4,1,1,1,1,1,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,3,SG,ATL
Ben Simmons,22,79,79,2700,540,960,0.5625,0,6,0,540,954,0.5660377358490566,0.5625,257,428,0.6004672897196262,172,525,697,610,112,61,274,209,1337,PG,PHI
Jonathon Simmons,29,112,18,2128,266,700,0.38,56,208,0.2692307692307692,210,492,0.4268292682926829,0.42,144,194,0.7422680412371134,54,198,252,256,58,30,136,178,732,SG,TOT
Kobi Simmons,21,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,CLE
Anfernee Simons,19,20,1,141,28,63,0.4444444444444444,10,29,0.3448275862068966,18,34,0.5294117647058824,0.5238095238095238,9,16,0.5625,3,10,13,13,1,0,11,9,75,SG,POR
Marcus Smart,24,80,60,2200,239,567,0.42151675485008816,126,346,0.36416184971098264,113,221,0.5113122171945701,0.5326278659611993,104,129,0.8062015503875969,57,177,234,321,143,28,123,201,708,SG,BOS
Dennis Smith,21,106,100,3016,556,1300,0.4276923076923077,134,416,0.32211538461538464,422,884,0.47737556561085975,0.47923076923076924,198,312,0.6346153846153846,64,246,310,504,134,40,308,258,1444,PG,TOT
Ish Smith,30,56,0,1251,205,489,0.41922290388548056,44,135,0.32592592592592595,161,354,0.4548022598870056,0.46421267893660534,47,62,0.7580645161290323,23,122,145,203,28,11,61,109,501,PG,DET
JR Smith,33,11,4,222,27,79,0.34177215189873417,12,39,0.3076923076923077,15,40,0.375,0.4177215189873418,8,10,0.8,0,18,18,21,11,3,11,19,74,SG,CLE
Jason Smith,32,40,2,380,42,118,0.3559322033898305,18,52,0.34615384615384615,24,66,0.36363636363636365,0.4322033898305085,28,32,0.875,32,72,104,28,6,14,26,60,130,C,TOT
Zhaire Smith,19,6,2,111,14,34,0.4117647058823529,6,16,0.375,8,18,0.4444444444444444,0.5,6,8,0.75,3,10,13,10,2,2,6,8,40,SG,PHI
Tony Snell,27,74,12,1304,163,361,0.4515235457063712,81,204,0.39705882352941174,82,157,0.5222929936305732,0.5637119113573407,37,42,0.8809523809523809,29,128,157,68,26,18,23,90,444,SF,MIL
Ray Spalding,21,28,6,296,50,94,0.5319148936170213,0,6,0,50,88,0.5681818181818182,0.5319148936170213,8,24,0.3333333333333333,30,66,96,10,18,16,18,46,108,PF,TOT
Omari Spellman,21,46,11,805,98,244,0.4016393442622951,44,128,0.34375,54,116,0.46551724137931033,0.4918032786885246,32,45,0.7111111111111111,72,122,194,47,26,25,31,67,272,PF,ATL
Nik Stauskas,25,136,0,2030,272,676,0.40236686390532544,140,376,0.3723404255319149,132,300,0.44,0.5059171597633136,114,128,0.890625,36,218,254,162,42,14,102,100,798,SG,TOT
DJ Stephens,28,1,0,7,1,2,0.5,0,0,0,1,2,0.5,0.5,0,0,0,0,0,0,0,1,0,1,0,2,SG,MEM
Lance Stephenson,28,68,3,1123,184,432,0.42592592592592593,73,197,0.37055837563451777,111,235,0.4723404255319149,0.5104166666666666,50,73,0.684931506849315,32,183,215,140,41,7,86,111,491,SG,LAL
Edmond Sumner,23,23,2,210,22,64,0.34375,7,27,0.25925925925925924,15,37,0.40540540540540543,0.3984375,15,24,0.625,9,15,24,10,12,5,10,26,66,PG,IND
Caleb Swanigan,21,42,0,356,36,106,0.33962264150943394,2,14,0.14285714285714285,34,92,0.3695652173913043,0.3490566037735849,12,18,0.6666666666666666,34,94,128,22,12,2,36,56,86,PF,TOT
Jayson Tatum,20,79,79,2455,466,1036,0.4498069498069498,116,311,0.3729903536977492,350,725,0.4827586206896552,0.5057915057915058,195,228,0.8552631578947368,70,407,477,168,84,57,122,168,1243,SF,BOS
Jeff Teague,30,42,41,1264,176,416,0.4230769230769231,35,105,0.3333333333333333,141,311,0.45337620578778137,0.4651442307692308,123,153,0.803921568627451,16,90,106,343,43,18,97,90,510,PG,MIN
Garrett Temple,32,150,110,4080,416,986,0.42190669371196754,180,528,0.3409090909090909,236,458,0.5152838427947598,0.513184584178499,160,214,0.7476635514018691,56,376,432,212,152,60,140,408,1172,SG,TOT
Milos Teodosic,31,15,0,150,17,40,0.425,10,27,0.37037037037037035,7,13,0.5384615384615384,0.55,4,7,0.5714285714285714,3,13,16,32,3,1,21,27,48,PG,LAC
Jared Terrell,23,14,0,111,12,39,0.3076923076923077,4,17,0.23529411764705882,8,22,0.36363636363636365,0.358974358974359,3,6,0.5,1,5,6,12,3,2,10,16,31,SG,MIN
Emanuel Terry,22,6,0,46,8,14,0.5714285714285714,0,0,0,8,14,0.5714285714285714,0.5714285714285714,4,8,0.5,6,8,14,4,6,0,4,8,20,PF,TOT
Daniel Theis,26,66,2,908,146,266,0.5488721804511278,26,67,0.3880597014925373,120,199,0.6030150753768844,0.5977443609022557,56,76,0.7368421052631579,87,138,225,68,21,42,33,161,374,C,BOS
Isaiah Thomas,29,12,0,181,34,99,0.3434343434343434,12,43,0.27906976744186046,22,56,0.39285714285714285,0.40404040404040403,17,27,0.6296296296296297,5,8,13,23,5,1,18,17,97,SG,DEN
Khyri Thomas,22,26,0,195,22,69,0.3188405797101449,10,35,0.2857142857142857,12,34,0.35294117647058826,0.391304347826087,7,11,0.6363636363636364,4,16,20,8,7,5,4,22,61,SG,DET
Lance Thomas,30,46,17,783,78,197,0.39593908629441626,22,79,0.27848101265822783,56,118,0.4745762711864407,0.4517766497461929,27,36,0.75,21,96,117,27,17,7,24,83,205,PF,NYK
Klay Thompson,28,78,78,2652,655,1402,0.46718972895863053,241,599,0.4023372287145242,414,803,0.5155666251556662,0.5531383737517832,129,158,0.8164556962025317,37,262,299,186,84,47,115,157,1680,SG,GSW
Tristan Thompson,27,43,40,1198,201,380,0.5289473684210526,0,0,0,201,380,0.5289473684210526,0.5289473684210526,68,106,0.6415094339622641,173,265,438,86,28,16,59,89,470,C,CLE
Sindarius Thornwell,24,64,1,313,17,49,0.3469387755102041,3,15,0.2,14,34,0.4117647058823529,0.37755102040816324,25,34,0.7352941176470589,5,39,44,18,14,7,20,41,62,SG,LAC
Anthony Tolliver,33,65,0,1079,99,259,0.38223938223938225,81,215,0.3767441860465116,18,44,0.4090909090909091,0.5386100386100386,47,60,0.7833333333333333,15,162,177,46,17,21,36,91,326,PF,MIN
Karl-Anthony Towns,23,77,77,2545,681,1314,0.5182648401826484,142,355,0.4,539,959,0.5620437956204379,0.5722983257229832,376,450,0.8355555555555556,263,691,954,259,67,125,240,292,1880,C,MIN
Gary Trent,20,15,1,111,16,50,0.32,5,21,0.23809523809523808,11,29,0.3793103448275862,0.37,3,7,0.42857142857142855,1,10,11,5,1,2,4,4,40,SG,POR
Allonzo Trier,23,64,3,1459,232,518,0.44787644787644787,52,132,0.3939393939393939,180,386,0.46632124352331605,0.4980694980694981,179,223,0.8026905829596412,31,166,197,119,28,14,116,117,695,SG,NYK
PJ Tucker,33,82,82,2802,207,523,0.39579349904397704,146,387,0.3772609819121447,61,136,0.4485294117647059,0.5353728489483748,41,59,0.6949152542372882,121,358,479,96,132,39,63,252,601,PF,HOU
Evan Turner,30,73,2,1605,204,443,0.4604966139954853,11,52,0.21153846153846154,193,391,0.4936061381074169,0.4729119638826185,75,106,0.7075471698113207,37,291,328,283,33,18,114,110,494,PG,POR
Myles Turner,22,74,74,2119,380,780,0.48717948717948717,76,196,0.3877551020408163,304,584,0.5205479452054794,0.5358974358974359,148,201,0.736318407960199,101,430,531,115,60,199,100,195,984,C,IND
Ekpe Udoh,31,51,1,320,50,72,0.6944444444444444,0,0,0,50,72,0.6944444444444444,0.6944444444444444,19,30,0.6333333333333333,27,63,90,28,10,31,13,36,119,C,UTA
Tyler Ulis,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,CHI
Jonas Valanciunas,26,98,54,2182,602,1076,0.5594795539033457,28,96,0.2916666666666667,574,980,0.5857142857142857,0.5724907063197026,294,370,0.7945945945945946,212,626,838,140,38,106,180,292,1526,C,TOT
Jarred Vanderbilt,19,17,0,69,9,19,0.47368421052631576,0,1,0,9,18,0.5,0.47368421052631576,6,10,0.6,7,16,23,3,6,1,8,8,24,PF,DEN
Fred VanVleet,24,64,28,1760,246,600,0.41,112,296,0.3783783783783784,134,304,0.4407894736842105,0.5033333333333333,97,115,0.8434782608695652,21,146,167,307,57,20,82,110,701,PG,TOR
Noah Vonleh,23,68,57,1722,207,440,0.47045454545454546,46,137,0.3357664233576642,161,303,0.5313531353135313,0.5227272727272727,111,156,0.7115384615384616,113,415,528,129,46,51,88,174,571,PF,NYK
Nikola Vucevic,28,80,80,2510,701,1354,0.517725258493353,84,231,0.36363636363636365,617,1123,0.5494211932324132,0.5487444608567208,179,227,0.788546255506608,224,736,960,307,81,89,159,157,1665,C,ORL
Dwyane Wade,37,72,2,1885,416,960,0.43333333333333335,86,261,0.32950191570881227,330,699,0.4721030042918455,0.478125,165,233,0.7081545064377682,69,216,285,301,59,38,166,118,1083,SG,MIA
Moritz Wagner,21,43,5,446,71,171,0.4152046783625731,22,77,0.2857142857142857,49,94,0.5212765957446809,0.47953216374269003,43,53,0.8113207547169812,17,68,85,24,11,13,39,57,207,C,LAL
Dion Waiters,27,44,28,1138,198,478,0.41422594142259417,109,289,0.3771626297577855,89,189,0.4708994708994709,0.5282426778242678,22,44,0.5,7,109,116,121,29,9,64,72,527,SG,MIA
Kemba Walker,28,82,82,2863,731,1684,0.4340855106888361,260,731,0.35567715458276333,471,953,0.49422875131164745,0.5112826603325415,380,450,0.8444444444444444,52,309,361,484,102,34,211,131,2102,PG,CHO
Lonnie Walker,20,17,0,118,16,46,0.34782608695652173,5,13,0.38461538461538464,11,33,0.3333333333333333,0.40217391304347827,8,10,0.8,0,17,17,9,7,3,4,7,45,SG,SAS
John Wall,28,32,32,1104,245,552,0.4438405797101449,51,169,0.30177514792899407,194,383,0.5065274151436031,0.490036231884058,122,175,0.6971428571428572,15,101,116,279,49,29,121,71,663,PG,WAS
Tyrone Wallace,24,62,0,628,92,217,0.423963133640553,4,19,0.21052631578947367,88,198,0.4444444444444444,0.43317972350230416,30,57,0.5263157894736842,20,81,101,42,21,7,36,83,218,PG,LAC
Taurean Waller-Prince,24,55,47,1552,262,594,0.44107744107744107,123,315,0.3904761904761905,139,279,0.4982078853046595,0.5446127946127947,95,116,0.8189655172413793,22,177,199,118,53,19,100,141,742,SF,ATL
Brad Wanamaker,29,36,0,343,50,105,0.47619047619047616,16,39,0.41025641025641024,34,66,0.5151515151515151,0.5523809523809524,24,28,0.8571428571428571,3,38,41,56,12,2,19,34,140,PG,BOS
TJ Warren,25,43,36,1360,297,611,0.486088379705401,77,180,0.42777777777777776,220,431,0.5104408352668214,0.5490998363338789,101,124,0.8145161290322581,31,143,174,64,51,29,52,119,772,SF,PHO
Julian Washburn,27,18,3,254,16,48,0.3333333333333333,5,24,0.20833333333333334,11,24,0.4583333333333333,0.3854166666666667,3,4,0.75,8,33,41,14,13,2,7,16,40,SF,MEM
Yuta Watanabe,24,15,0,174,15,51,0.29411764705882354,2,16,0.125,13,35,0.37142857142857144,0.3137254901960784,7,10,0.7,4,27,31,8,4,1,6,11,39,SF,MEM
Thomas Welsh,22,11,0,36,7,13,0.5384615384615384,3,7,0.42857142857142855,4,6,0.6666666666666666,0.6538461538461539,1,2,0.5,0,4,4,5,0,0,1,3,18,C,DEN
Russell Westbrook,30,73,73,2630,630,1473,0.42769857433808556,119,411,0.2895377128953771,511,1062,0.4811676082862524,0.4680923285811269,296,451,0.656319290465632,109,698,807,784,142,33,325,245,1675,PG,OKC
Derrick White,24,67,55,1728,260,543,0.47882136279926335,48,142,0.3380281690140845,212,401,0.5286783042394015,0.5230202578268877,95,123,0.7723577235772358,35,212,247,263,67,47,97,145,663,PG,SAS
Okaro White,26,3,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,PF,WAS
Hassan Whiteside,29,72,53,1674,388,680,0.5705882352941176,2,16,0.125,386,664,0.5813253012048193,0.5720588235294117,109,243,0.448559670781893,257,560,817,56,46,136,97,192,887,C,MIA
Andrew Wiggins,23,73,73,2543,498,1209,0.4119106699751861,118,348,0.3390804597701149,380,861,0.4413472706155633,0.46071133167907363,207,296,0.6993243243243243,83,269,352,184,70,48,138,153,1321,SF,MIN
Alan Williams,26,5,0,26,8,13,0.6153846153846154,0,1,0,8,12,0.6666666666666666,0.6153846153846154,2,4,0.5,4,15,19,3,1,0,1,2,18,PF,BRK
CJ Williams,28,15,0,128,17,35,0.4857142857142857,5,16,0.3125,12,19,0.631578947368421,0.5571428571428572,0,1,0,1,7,8,12,6,0,5,16,39,SG,MIN
Johnathan Williams,23,24,0,372,65,110,0.5909090909090909,0,2,0,65,108,0.6018518518518519,0.5909090909090909,27,48,0.5625,48,51,99,13,8,7,16,62,157,C,LAL
Kenrich Williams,24,46,29,1079,107,279,0.3835125448028674,52,156,0.3333333333333333,55,123,0.44715447154471544,0.4767025089605735,13,19,0.6842105263157895,55,164,219,83,45,19,36,95,279,SF,NOP
Lou Williams,32,75,1,1993,484,1138,0.4253075571177504,105,291,0.36082474226804123,379,847,0.4474616292798111,0.47144112478031636,425,485,0.8762886597938144,40,182,222,402,57,11,181,80,1498,SG,LAC
Marvin Williams,32,75,75,2133,275,652,0.4217791411042945,140,382,0.36649214659685864,135,270,0.5,0.5291411042944786,66,86,0.7674418604651163,76,331,407,92,71,61,47,156,756,PF,CHO
Robert Williams,21,32,2,283,36,51,0.7058823529411765,0,0,0,36,51,0.7058823529411765,0.7058823529411765,9,15,0.6,27,54,81,7,9,40,10,36,81,C,BOS
Troy Williams,24,21,0,312,44,98,0.4489795918367347,14,44,0.3181818181818182,30,54,0.5555555555555556,0.5204081632653061,9,15,0.6,12,47,59,11,10,8,9,37,111,SF,SAC
DJ Wilson,22,48,3,882,104,251,0.41434262948207173,46,127,0.36220472440944884,58,124,0.46774193548387094,0.5059760956175299,26,47,0.5531914893617021,45,177,222,52,18,20,32,85,280,PF,MIL
Justise Winslow,22,66,52,1959,324,749,0.4325767690253672,96,256,0.375,228,493,0.46247464503042596,0.49666221628838453,86,137,0.6277372262773723,63,292,355,282,72,19,142,177,830,SF,MIA
Christian Wood,23,42,4,502,122,234,0.5213675213675214,18,52,0.34615384615384615,104,182,0.5714285714285714,0.5598290598290598,82,112,0.7321428571428571,34,132,166,16,14,20,34,34,344,PF,TOT
Delon Wright,26,150,26,3398,484,1116,0.4336917562724014,100,336,0.2976190476190476,384,780,0.49230769230769234,0.478494623655914,238,300,0.7933333333333333,136,396,532,496,176,60,154,206,1306,PG,TOT
Guerschon Yabusele,23,41,1,251,35,77,0.45454545454545453,9,28,0.32142857142857145,26,49,0.5306122448979592,0.512987012987013,15,22,0.6818181818181818,23,30,53,15,8,7,15,32,94,PF,BOS
Nick Young,33,4,0,37,3,9,0.3333333333333333,3,8,0.375,0,1,0,0.5,0,0,0,0,1,1,2,0,1,2,4,9,SG,DEN
Thaddeus Young,30,81,81,2489,443,841,0.5267538644470868,51,146,0.3493150684931507,392,695,0.5640287769784172,0.5570749108204518,87,135,0.6444444444444445,192,331,523,204,123,36,123,194,1024,PF,IND
Trae Young,20,81,81,2503,525,1256,0.4179936305732484,156,482,0.3236514522821577,369,774,0.47674418604651164,0.48009554140127386,343,414,0.8285024154589372,64,237,301,653,72,15,308,140,1549,PG,ATL
Cody Zeller,26,49,47,1243,190,345,0.5507246376811594,6,22,0.2727272727272727,184,323,0.5696594427244582,0.5594202898550724,111,141,0.7872340425531915,110,223,333,102,38,41,62,164,497,C,CHO
Tyler Zeller,29,12,2,186,32,60,0.5333333333333333,0,2,0,32,58,0.5517241379310345,0.5333333333333333,28,36,0.7777777777777778,22,26,48,8,2,6,8,40,92,C,TOT
Ivica Zubac,21,118,74,2080,424,758,0.5593667546174143,0,0,0,424,758,0.5593667546174143,0.5593667546174143,202,252,0.8015873015873016,230,494,724,126,28,102,140,274,1050,C,TOT
Dario Saric,24,162,82,4046,608,1392,0.4367816091954023,236,646,0.3653250773993808,372,746,0.49865951742627346,0.521551724137931,264,300,0.88,252,662,914,254,90,18,194,364,1716,PF,TOT
Ante Zizic,22,59,25,1082,183,331,0.552870090634441,0,0,0,183,331,0.552870090634441,0.552870090634441,93,132,0.7045454545454546,108,212,320,53,13,22,61,113,459,C,CLE
